iter	RMSE
339	4.262825415
340	4.258519931
341	4.255410406
342	4.25392496
343	4.250786504
344	4.245360501
345	4.24428307
346	4.239011875
347	4.237878294
348	4.23529344
349	4.231660094
350	4.227279054
351	4.223266331
352	4.221465005
353	4.217108512
354	4.211988436
355	4.210215743
356	4.207292226
357	4.205831012
358	4.204058328
359	4.202798913
360	4.198350777
361	4.196020835
362	4.191704289
363	4.190277236
364	4.186978201
365	4.180670594
366	4.177921678
367	4.172025278
368	4.169179112
369	4.168080836
370	4.166530764
371	4.161756026
372	4.157219366
373	4.153719094
374	4.151207621
375	4.147480831
376	4.145164905
377	4.139540985
378	4.138308648
379	4.137279452
380	4.135593695
381	4.133562909
382	4.129003321
383	4.127240423
384	4.124176373
385	4.121066298
386	4.118801839
387	4.114317676
388	4.111993572
389	4.107691749
390	4.10512526
391	4.10125493
392	4.098268534
393	4.094450884
394	4.091809737
395	4.090910509
396	4.088594306
397	4.088051286
398	4.084011155
399	4.07875805
400	4.078350121
401	4.074260008
402	4.073194587
403	4.072593493
404	4.069951258
405	4.066546425
406	4.065671015
407	4.061736898
408	4.060567745
409	4.059335725
410	4.057718526
411	4.055564134
412	4.051492872
413	4.050294111
414	4.049393887
415	4.046740096
416	4.044202726
417	4.042060102
418	4.039781311
419	4.036411787
420	4.035000062
421	4.030919307
422	4.026355292
423	4.025504455
424	4.023270482
425	4.021348955
426	4.020520547
427	4.019780313
428	4.019167873
429	4.014278627
430	4.00931337
431	4.003818053
432	4.002402062
433	3.998713906
434	3.996680952
435	3.995235943
436	3.991864263
437	3.988444499
438	3.987675067
439	3.98356383
440	3.979647598
441	3.978512151
442	3.977047615
443	3.973876061
444	3.970947981
445	3.969116022
446	3.96642846
447	3.963063799
448	3.959841704
449	3.956771769
450	3.954747116
451	3.95271325
452	3.951478768
453	3.948844706
454	3.945786794
455	3.941935792
456	3.93897971
457	3.935712552
458	3.931977256
459	3.931375069
460	3.928942072
461	3.925124284
462	3.924266469
463	3.918911508
464	3.918240691
465	3.912989928
466	3.90790773
467	3.904291225
468	3.902331234
469	3.901106645
470	3.897985696
471	3.894937187
472	3.893271621
473	3.888455908
474	3.884459056
475	3.881694152
476	3.879306025
477	3.878252543
478	3.874986541
479	3.873647694
480	3.869113392
481	3.865138505
482	3.864286048
483	3.859744207
484	3.857542179
485	3.853925984
486	3.853600418
487	3.850990988
488	3.846944628
489	3.842783283
490	3.839775508
491	3.839357102
492	3.836250046
493	3.834545216
494	3.833297177
495	3.832704666
496	3.831718703
497	3.831405241
498	3.827752779
499	3.824381325
500	3.821685706
501	3.817928755
502	3.816946231
503	3.813810084
504	3.810498002
505	3.808491771
506	3.807654311
507	3.806917042
508	3.805706922
509	3.801235471
510	3.797076071
511	3.795697805
512	3.794903638
513	3.792173371
514	3.789404301
515	3.786771583
516	3.782450385
517	3.778757452
518	3.77648638
519	3.773305479
520	3.769378423
521	3.765521827
522	3.765106929
523	3.764336728
524	3.76075553
525	3.758146786
526	3.757491604
527	3.75385478
528	3.750545589
529	3.748993147
530	3.745115613
531	3.741462514
532	3.738430667
533	3.737334316
534	3.734089653
535	3.73255127
536	3.728000736
537	3.727424466
538	3.723892796
539	3.723184678
540	3.719883499
541	3.71939107
542	3.717706444
543	3.714960309
544	3.713187725
545	3.710931876
546	3.710380895
547	3.70804226
548	3.70741115
549	3.703929293
550	3.700588928
551	3.699579095
552	3.698434756
553	3.697111038
554	3.694523728
555	3.692878381
556	3.690429135
557	3.689860153
558	3.688724389
559	3.687834026
560	3.685610626
561	3.684338549
562	3.682970843
563	3.680303368
564	3.677501619
565	3.676080307
566	3.671855217
567	3.669678811
568	3.667320513
569	3.666655647
570	3.665174517
571	3.662447909
572	3.658811407
573	3.658262338
574	3.657387297
575	3.655093855
576	3.653192157
577	3.652464484
578	3.650648515
579	3.64833984
580	3.647452647
581	3.645654573
582	3.644302188
583	3.638909219
584	3.636685463
585	3.635849499
586	3.633513086
587	3.631903632
588	3.628563413
589	3.625271462
590	3.62326021
591	3.621375274
592	3.617806312
593	3.614580193
594	3.612857447
595	3.609743182
596	3.606386097
597	3.605970414
598	3.6037835
599	3.603012772
600	3.601339278
601	3.599155473
602	3.597239769
603	3.59430903
604	3.591305072
605	3.590708795
606	3.587546095
607	3.586424508
608	3.584293474
609	3.581191624
610	3.578218527
611	3.576786174
612	3.573273931
613	3.572822164
614	3.571870732
615	3.570810138
616	3.568536975
617	3.565322294
618	3.56478514
619	3.562046668
620	3.56101568
621	3.560753802
622	3.55986249
623	3.558270116
624	3.556161906
625	3.55362314
626	3.550267759
627	3.547201168
628	3.54602644
629	3.544212522
630	3.54360815
631	3.540723032
632	3.535972908
633	3.535040421
634	3.534543117
635	3.534138009
636	3.53095794
637	3.528195366
638	3.527914849
639	3.52625115
640	3.525632878
641	3.523174268
642	3.521388677
643	3.518836351
644	3.518079689
645	3.516683616
646	3.512665116
647	3.511607461
648	3.508500762
649	3.507836098
650	3.502802248
651	3.501048453
652	3.500067346
653	3.499676276
654	3.49860803
655	3.497377261
656	3.495828196
657	3.495237124
658	3.492456863
659	3.491933467
660	3.488121406
661	3.486630963
662	3.485550803
663	3.483766326
664	3.483481126
665	3.480996914
666	3.479046738
667	3.476442141
668	3.474923277
669	3.471820457
670	3.46846105
671	3.465550312
672	3.463023249
673	3.461497126
674	3.45894025
675	3.456273301
676	3.454824665
677	3.453173829
678	3.452672334
679	3.449498548
680	3.447588195
681	3.446921461
682	3.444319909
683	3.4437189
684	3.442410849
685	3.439288192
686	3.437663224
687	3.435947233
688	3.434973432
689	3.431989509
690	3.431619637
691	3.430200284
692	3.428543864
693	3.427960483
694	3.426967241
695	3.426239584
696	3.423076967
697	3.42235246
698	3.420827325
699	3.419663404
700	3.419400422
701	3.417161245
702	3.415251955
703	3.412619722
704	3.409838023
705	3.408261462
706	3.407192647
707	3.404115469
708	3.402782598
709	3.400657774
710	3.399587096
711	3.396085954
712	3.394108392
713	3.393662939
714	3.390938677
715	3.389447927
716	3.388493879
717	3.386250799
718	3.385261924
719	3.38376283
720	3.38327922
721	3.382732269
722	3.380385547
723	3.379340664
724	3.376468351
725	3.37573724
726	3.373756948
727	3.373025
728	3.371888694
729	3.36945634
730	3.368498375
731	3.367539077
732	3.365488907
733	3.363418553
734	3.361099462
735	3.360100591
736	3.358197883
737	3.357629744
738	3.356428837
739	3.35364012
740	3.351815564
741	3.348074855
742	3.345465692
743	3.343220844
744	3.340214762
745	3.339242285
746	3.33663749
747	3.333496853
748	3.332874374
749	3.329660547
750	3.328015813
751	3.323679529
752	3.322513426
753	3.320611427
754	3.318607182
755	3.317722801
756	3.315993488
757	3.314746823
758	3.314393108
759	3.313525539
760	3.31235503
761	3.309623505
762	3.307406791
763	3.305630581
764	3.303856986
765	3.302962398
766	3.302477107
767	3.301578122
768	3.300038414
769	3.297128187
770	3.296428406
771	3.294771014
772	3.294544279
773	3.292858337
774	3.292395656
775	3.291930541
776	3.289152072
777	3.287614841
778	3.286917505
779	3.28219227
780	3.280824686
781	3.279537398
782	3.279129881
783	3.278408321
784	3.276814414
785	3.275063925
786	3.274451053
787	3.27385458
788	3.270341953
789	3.268200279
790	3.265927939
791	3.26331988
792	3.261310864
793	3.25938871
794	3.257737919
795	3.257458166
796	3.256318476
797	3.255133542
798	3.253212113
799	3.252572792
800	3.251727632
801	3.25107603
802	3.249680609
803	3.245781642
804	3.241309311
805	3.240736086
806	3.240148039
807	3.238777092
808	3.238575996
809	3.234665855
810	3.232305826
811	3.230122856
812	3.228527129
813	3.227015316
814	3.22633143
815	3.225690767
816	3.224720321
817	3.223226701
818	3.220929176
819	3.219218291
820	3.216208726
821	3.213805972
822	3.213421964
823	3.21061536
824	3.209637687
825	3.206236537
826	3.205684168
827	3.204482679
828	3.202901802
829	3.202691379
830	3.202285375
831	3.200330509
832	3.199729082
833	3.198682967
834	3.195951381
835	3.192678591
836	3.192538187
837	3.191286996
838	3.189547416
839	3.18838502
840	3.187018972
841	3.185890027
842	3.183677184
843	3.182324422
844	3.182180147
845	3.180966662
846	3.178422258
847	3.176687247
848	3.175752517
849	3.173216021
850	3.172657396
851	3.171864585
852	3.170643851
853	3.169783788
854	3.169393324
855	3.168839217
856	3.167583006
857	3.165501703
858	3.163463558
859	3.159922898
860	3.15869488
861	3.157898118
862	3.157015797
863	3.156818011
864	3.154666189
865	3.152957961
866	3.151024033
867	3.150177454
868	3.148340652
869	3.14702473
870	3.146905464
871	3.143990936
872	3.143743461
873	3.142058876
874	3.140800854
875	3.139498839
876	3.136549694
877	3.135143824
878	3.134198403
879	3.133668226
880	3.129951362
881	3.129645682
882	3.128230103
883	3.127161842
884	3.126556067
885	3.125618117
886	3.122892875
887	3.122572835
888	3.120733628
889	3.11836666
890	3.117074657
891	3.116774245
892	3.114508225
893	3.113582055
894	3.11285919
895	3.111827521
896	3.110789949
897	3.107338658
898	3.105904171
899	3.105638229
900	3.104448424
901	3.102937291
902	3.102474305
903	3.1011564
904	3.100437759
905	3.098648419
906	3.094549465
907	3.093283325
908	3.092627314
909	3.091952413
910	3.090767627
911	3.089743102
912	3.08901884
913	3.086880434
914	3.086593849
915	3.085621082
916	3.083439906
917	3.081860614
918	3.081684205
919	3.079402364
920	3.078890642
921	3.078631246
922	3.075300077
923	3.071525728
924	3.070070841
925	3.069177215
926	3.06848679
927	3.066770153
928	3.064136412
929	3.063802599
930	3.059789369
931	3.059144108
932	3.057693382
933	3.057185981
934	3.055074385
935	3.052458013
936	3.050094486
937	3.049557098
938	3.048926075
939	3.045769342
940	3.044553797
941	3.043806415
942	3.043500811
943	3.04060938
944	3.037213338
945	3.036178635
946	3.03553692
947	3.033964569
948	3.032782571
949	3.031803253
950	3.030805687
951	3.029788232
952	3.028821537
953	3.025581501
954	3.02477259
955	3.022732907
956	3.021976181
957	3.020417072
958	3.018887993
959	3.018479847
960	3.018024351
961	3.017176169
962	3.015430862
963	3.014918824
964	3.014777581
965	3.012779471
966	3.012112351
967	3.011389592
968	3.010958523
969	3.010104073
970	3.00867019
971	3.008041545
972	3.004294089
973	3.004040782
974	3.002585469
975	3.002173929
976	3.000069391
977	2.996380999
978	2.994983368
979	2.991520943
980	2.989875403
981	2.988540615
982	2.987127655
983	2.986266836
984	2.985759795
985	2.983488052
986	2.9818613
987	2.981477901
988	2.980156439
989	2.979136243
990	2.978310106
991	2.977382684
992	2.976937863
993	2.975656498
994	2.975058908
995	2.973735977
996	2.971335846
997	2.971080562
998	2.970160591
999	2.968506798
